3.6437 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.8966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8972 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8979 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8988 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8991 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8993 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9157 	DEBUG 	Upload of Texture Font fontname complete
4.9348 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9356 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9358 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9615 	DEBUG 	Upload of Texture Font fontname complete
4.9684 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
7.5593 	INFO 	keyboard.Keyboard is using iohub backend.
7.5594 	EXP 	Word priming experiment: status = STARTED
7.5906 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.6171 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6179 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6184 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6186 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6221 	DEBUG 	Upload of Texture Font fontname complete
7.6392 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6395 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6535 	DEBUG 	Upload of Texture Font fontname complete
7.6718 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.6721 	DEBUG 	Uploading Texture Font fontname to graphics card
7.6808 	DEBUG 	Upload of Texture Font fontname complete
7.7117 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=['Familiar', 'Unfamiliar'], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.3]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
7.7123 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.7471 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7479 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7486 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7491 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7497 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7503 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7507 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7510 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.7512 	DEBUG 	Uploading Texture Font fontname to graphics card
7.7624 	DEBUG 	Upload of Texture Font fontname complete
7.8221 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([ 0. , -0.3]), rgb=UNKNOWN, text='Click to Submit', units='height', win=Window(...), wrapWidth=1)
0.0416 	EXP 	slider: autoLog = True
0.0416 	EXP 	slider: styleTweaks = []
0.0416 	EXP 	slider: styleTweaks = []
0.0416 	EXP 	slider: styleTweaks = []
0.0416 	EXP 	slider: styleTweaks = []
0.0416 	EXP 	slider: contrast = 1.0
0.0416 	EXP 	slider: markerPos = None
0.0416 	EXP 	slider: autoLog = True
0.0416 	EXP 	textbox: autoLog = True
0.0525 	DEBUG 	Read excel file with openpyxl: study_words.xlsx
0.0527 	EXP 	Imported study_words.xlsx as conditions, 10 conditions, 1 params
0.0530 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'study_word': 'pastry', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
0.1187 	EXP 	text: height = 0.05
0.1187 	EXP 	text: height = 0.05
0.1187 	EXP 	text: height = 0.05
0.1187 	EXP 	text: text = 'pastry'
0.1187 	EXP 	slider: markerPos = None
0.1187 	EXP 	slider: markerPos = None
0.1187 	EXP 	text: autoDraw = True
0.1187 	EXP 	slider: autoDraw = True
0.6475 	DATA 	Mouse: Left button down, pos=(182,129)
0.6609 	EXP 	slider: markerPos = 1.5466666666666666
0.6775 	EXP 	slider: markerPos = 1.5466666666666666
0.6945 	EXP 	slider: markerPos = 1.5466666666666666
0.7117 	EXP 	slider: markerPos = 1.5466666666666666
0.7279 	EXP 	slider: markerPos = 1.5466666666666666
0.7309 	DATA 	Mouse:  Left button up, pos=(182,129)
0.7453 	EXP 	slider: markerPos = 1.5466666666666666
0.7477 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'study_word': 'tshirt', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
0.7616 	EXP 	text: autoDraw = False
0.7616 	EXP 	slider: autoDraw = False
0.7616 	EXP 	text: height = 0.05
0.7616 	EXP 	text: height = 0.05
0.7616 	EXP 	text: height = 0.05
0.7616 	EXP 	text: text = 'tshirt'
0.7616 	EXP 	slider: markerPos = None
0.7616 	EXP 	slider: markerPos = None
0.7616 	EXP 	text: autoDraw = True
0.7616 	EXP 	slider: autoDraw = True
1.0138 	DATA 	Mouse: Left button down, pos=(221,129)
1.0278 	EXP 	slider: markerPos = 1.8066666666666666
1.0447 	EXP 	slider: markerPos = 1.8066666666666666
1.0614 	EXP 	slider: markerPos = 1.8066666666666666
1.0777 	EXP 	slider: markerPos = 1.8066666666666666
1.0948 	EXP 	slider: markerPos = 1.8066666666666666
1.1111 	EXP 	slider: markerPos = 1.8066666666666666
1.1139 	DATA 	Mouse:  Left button up, pos=(221,129)
1.1280 	EXP 	slider: markerPos = 1.8066666666666666
1.1308 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'study_word': 'poster', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
1.1448 	EXP 	text: autoDraw = False
1.1448 	EXP 	slider: autoDraw = False
1.1448 	EXP 	text: height = 0.05
1.1448 	EXP 	text: height = 0.05
1.1448 	EXP 	text: height = 0.05
1.1448 	EXP 	text: text = 'poster'
1.1448 	EXP 	slider: markerPos = None
1.1448 	EXP 	slider: markerPos = None
1.1448 	EXP 	text: autoDraw = True
1.1448 	EXP 	slider: autoDraw = True
1.3478 	DATA 	Mouse: Left button down, pos=(157,124)
1.3619 	EXP 	slider: markerPos = 1.38
1.3781 	EXP 	slider: markerPos = 1.38
1.3947 	EXP 	slider: markerPos = 1.38
1.4117 	EXP 	slider: markerPos = 1.38
1.4281 	EXP 	slider: markerPos = 1.38
1.4443 	EXP 	slider: markerPos = 1.38
1.4467 	DATA 	Mouse:  Left button up, pos=(157,124)
1.4608 	EXP 	slider: markerPos = 1.38
1.4643 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'study_word': 'board', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
1.4782 	EXP 	text: autoDraw = False
1.4782 	EXP 	slider: autoDraw = False
1.4782 	EXP 	text: height = 0.05
1.4782 	EXP 	text: height = 0.05
1.4782 	EXP 	text: height = 0.05
1.4782 	EXP 	text: text = 'board'
1.4782 	EXP 	slider: markerPos = None
1.4782 	EXP 	slider: markerPos = None
1.4782 	EXP 	text: autoDraw = True
1.4782 	EXP 	slider: autoDraw = True
1.6808 	DATA 	Mouse: Left button down, pos=(212,124)
1.6946 	EXP 	slider: markerPos = 1.7466666666666666
1.7113 	EXP 	slider: markerPos = 1.7466666666666666
1.7287 	EXP 	slider: markerPos = 1.7466666666666666
1.7447 	EXP 	slider: markerPos = 1.7466666666666666
1.7611 	EXP 	slider: markerPos = 1.7466666666666666
1.7638 	DATA 	Mouse:  Left button up, pos=(212,124)
1.7779 	EXP 	slider: markerPos = 1.7466666666666666
1.7810 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'study_word': 'laptop', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
1.7950 	EXP 	text: autoDraw = False
1.7950 	EXP 	slider: autoDraw = False
1.7950 	EXP 	text: height = 0.05
1.7950 	EXP 	text: height = 0.05
1.7950 	EXP 	text: height = 0.05
1.7950 	EXP 	text: text = 'laptop'
1.7950 	EXP 	slider: markerPos = None
1.7950 	EXP 	slider: markerPos = None
1.7950 	EXP 	text: autoDraw = True
1.7950 	EXP 	slider: autoDraw = True
1.9643 	DATA 	Mouse: Left button down, pos=(118,121)
1.9779 	EXP 	slider: markerPos = 1.12
1.9946 	EXP 	slider: markerPos = 1.12
2.0116 	EXP 	slider: markerPos = 1.12
2.0277 	EXP 	slider: markerPos = 1.12
2.0445 	EXP 	slider: markerPos = 1.12
2.0612 	EXP 	slider: markerPos = 1.12
2.0778 	EXP 	slider: markerPos = 1.12
2.0806 	DATA 	Mouse:  Left button up, pos=(118,121)
2.0947 	EXP 	slider: markerPos = 1.12
2.0979 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'study_word': 'chart', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
2.1117 	EXP 	text: autoDraw = False
2.1117 	EXP 	slider: autoDraw = False
2.1117 	EXP 	text: height = 0.05
2.1117 	EXP 	text: height = 0.05
2.1117 	EXP 	text: height = 0.05
2.1117 	EXP 	text: text = 'chart'
2.1117 	EXP 	slider: markerPos = None
2.1117 	EXP 	slider: markerPos = None
2.1117 	EXP 	text: autoDraw = True
2.1117 	EXP 	slider: autoDraw = True
2.3143 	DATA 	Mouse: Left button down, pos=(200,122)
2.3278 	EXP 	slider: markerPos = 1.6666666666666667
2.3455 	EXP 	slider: markerPos = 1.6666666666666667
2.3612 	EXP 	slider: markerPos = 1.6666666666666667
2.3779 	EXP 	slider: markerPos = 1.6666666666666667
2.3945 	EXP 	slider: markerPos = 1.6666666666666667
2.3972 	DATA 	Mouse:  Left button up, pos=(200,122)
2.4110 	EXP 	slider: markerPos = 1.6666666666666667
2.4135 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'study_word': 'keys', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
2.4281 	EXP 	text: autoDraw = False
2.4281 	EXP 	slider: autoDraw = False
2.4281 	EXP 	text: height = 0.05
2.4281 	EXP 	text: height = 0.05
2.4281 	EXP 	text: height = 0.05
2.4281 	EXP 	text: text = 'keys'
2.4281 	EXP 	slider: markerPos = None
2.4281 	EXP 	slider: markerPos = None
2.4281 	EXP 	text: autoDraw = True
2.4281 	EXP 	slider: autoDraw = True
3.0306 	DATA 	Mouse: Left button down, pos=(80,118)
3.0449 	EXP 	slider: markerPos = 0.8666666666666667
3.0611 	EXP 	slider: markerPos = 0.8666666666666667
3.0774 	EXP 	slider: markerPos = 0.8666666666666667
3.0943 	EXP 	slider: markerPos = 0.8666666666666667
3.1112 	EXP 	slider: markerPos = 0.8666666666666667
3.1281 	EXP 	slider: markerPos = 0.8666666666666667
3.1306 	DATA 	Mouse:  Left button up, pos=(80,118)
3.1440 	EXP 	slider: markerPos = 1
3.1468 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'study_word': 'mouse', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
3.1614 	EXP 	text: autoDraw = False
3.1614 	EXP 	slider: autoDraw = False
3.1614 	EXP 	text: height = 0.05
3.1614 	EXP 	text: height = 0.05
3.1614 	EXP 	text: height = 0.05
3.1614 	EXP 	text: text = 'mouse'
3.1614 	EXP 	slider: markerPos = None
3.1614 	EXP 	slider: markerPos = None
3.1614 	EXP 	text: autoDraw = True
3.1614 	EXP 	slider: autoDraw = True
3.4848 	DATA 	Mouse: Left button down, pos=(192,131)
3.5109 	EXP 	slider: markerPos = 1.6133333333333333
3.5283 	EXP 	slider: markerPos = 1.6133333333333333
3.5450 	EXP 	slider: markerPos = 1.6133333333333333
3.5614 	EXP 	slider: markerPos = 1.6133333333333333
3.5644 	DATA 	Mouse:  Left button up, pos=(192,131)
3.5777 	EXP 	slider: markerPos = 1.6133333333333333
3.5806 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'study_word': 'police', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
3.5940 	EXP 	text: autoDraw = False
3.5940 	EXP 	slider: autoDraw = False
3.5940 	EXP 	text: height = 0.05
3.5940 	EXP 	text: height = 0.05
3.5940 	EXP 	text: height = 0.05
3.5940 	EXP 	text: text = 'police'
3.5940 	EXP 	slider: markerPos = None
3.5940 	EXP 	slider: markerPos = None
3.5940 	EXP 	text: autoDraw = True
3.5940 	EXP 	slider: autoDraw = True
3.8310 	DATA 	Mouse: Left button down, pos=(229,125)
3.8448 	EXP 	slider: markerPos = 1.86
3.8610 	EXP 	slider: markerPos = 1.86
3.8777 	EXP 	slider: markerPos = 1.86
3.8943 	EXP 	slider: markerPos = 1.86
3.9111 	EXP 	slider: markerPos = 1.86
3.9138 	DATA 	Mouse:  Left button up, pos=(229,125)
3.9274 	EXP 	slider: markerPos = 1.86
3.9306 	EXP 	New trial (rep=0, index=9): <Trial 9 (9 in rep 0) data={'study_word': 'case', 'thisN': 9, 'thisTrialN': 9, 'thisRepN': 0}>
3.9442 	EXP 	text: autoDraw = False
3.9442 	EXP 	slider: autoDraw = False
3.9442 	EXP 	text: height = 0.05
3.9442 	EXP 	text: height = 0.05
3.9442 	EXP 	text: height = 0.05
3.9442 	EXP 	text: text = 'case'
3.9442 	EXP 	slider: markerPos = None
3.9442 	EXP 	slider: markerPos = None
3.9442 	EXP 	text: autoDraw = True
3.9442 	EXP 	slider: autoDraw = True
4.2010 	DATA 	Mouse: Left button down, pos=(293,120)
4.2273 	EXP 	slider: markerPos = 2.2866666666666666
4.2442 	EXP 	slider: markerPos = 2.2866666666666666
4.2612 	EXP 	slider: markerPos = 2.2866666666666666
4.2790 	EXP 	slider: markerPos = 2.2866666666666666
4.2939 	EXP 	slider: markerPos = 2.2866666666666666
4.2966 	DATA 	Mouse:  Left button up, pos=(293,120)
4.3107 	EXP 	slider: markerPos = 2.2866666666666666
4.3181 	DEBUG 	Read excel file with openpyxl: test_words.xlsx
4.3189 	EXP 	Imported test_words.xlsx as conditions, 20 conditions, 3 params
4.3192 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'test_word': 'p_li_e', 'Reference': 'police', 'cond': 'prime', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
4.3428 	EXP 	text: autoDraw = False
4.3428 	EXP 	slider: autoDraw = False
4.3428 	EXP 	text_2: height = 0.05
4.3428 	EXP 	text_2: height = 0.05
4.3428 	EXP 	text_2: height = 0.05
4.3428 	EXP 	text_2: text = 'p_li_e'
4.3428 	EXP 	text_2: autoDraw = True
4.3428 	EXP 	textbox: autoDraw = True
4.3428 	EXP 	text_3: autoDraw = True
5.8209 	DATA 	Keypress: p
6.0796 	DATA 	Keypress: o
6.0806 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.0808 	DEBUG 	Uploading Texture Font fontname to graphics card
6.0815 	DEBUG 	Upload of Texture Font fontname complete
6.9794 	DATA 	Keypress: l
6.9800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
6.9802 	DEBUG 	Uploading Texture Font fontname to graphics card
6.9808 	DEBUG 	Upload of Texture Font fontname complete
7.1789 	DATA 	Keypress: i
7.1797 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.1800 	DEBUG 	Uploading Texture Font fontname to graphics card
7.1806 	DEBUG 	Upload of Texture Font fontname complete
7.2800 	DATA 	Keypress: c
7.2813 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
7.2816 	DEBUG 	Uploading Texture Font fontname to graphics card
7.2822 	DEBUG 	Upload of Texture Font fontname complete
7.3463 	DATA 	Keypress: e
8.3795 	DATA 	Mouse: Left button down, pos=(346,103)
8.3807 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'test_word': '_oo_', 'Reference': 'book', 'cond': 'non-prime', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
8.3937 	EXP 	text_2: autoDraw = False
8.3937 	EXP 	textbox: autoDraw = False
8.3937 	EXP 	text_3: autoDraw = False
8.3937 	EXP 	text_2: height = 0.05
8.3937 	EXP 	text_2: height = 0.05
8.3937 	EXP 	text_2: height = 0.05
8.3937 	EXP 	text_2: text = '_oo_'
8.3937 	EXP 	text_2: autoDraw = True
8.3937 	EXP 	textbox: autoDraw = True
8.3937 	EXP 	text_3: autoDraw = True
8.4459 	DATA 	Mouse:  Left button up, pos=(346,103)
9.8325 	DATA 	Keypress: t
9.8335 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.8338 	DEBUG 	Uploading Texture Font fontname to graphics card
9.8343 	DEBUG 	Upload of Texture Font fontname complete
9.9965 	DATA 	Keypress: o
10.1461 	DATA 	Keypress: o
10.2807 	DATA 	Keypress: n
10.2817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.2820 	DEBUG 	Uploading Texture Font fontname to graphics card
10.2825 	DEBUG 	Upload of Texture Font fontname complete
11.1481 	DATA 	Mouse: Left button down, pos=(371,117)
11.1633 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'test_word': 'k_y_', 'Reference': 'keys', 'cond': 'prime', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
11.1767 	EXP 	text_2: autoDraw = False
11.1767 	EXP 	textbox: autoDraw = False
11.1767 	EXP 	text_3: autoDraw = False
11.1767 	EXP 	text_2: height = 0.05
11.1767 	EXP 	text_2: height = 0.05
11.1767 	EXP 	text_2: height = 0.05
11.1767 	EXP 	text_2: text = 'k_y_'
11.1767 	EXP 	text_2: autoDraw = True
11.1767 	EXP 	textbox: autoDraw = True
11.1767 	EXP 	text_3: autoDraw = True
11.2294 	DATA 	Mouse:  Left button up, pos=(371,117)
11.9796 	DATA 	Keypress: k
11.9810 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.9813 	DEBUG 	Uploading Texture Font fontname to graphics card
11.9818 	DEBUG 	Upload of Texture Font fontname complete
12.0954 	DATA 	Keypress: e
12.2124 	DATA 	Keypress: y
12.3000 	DATA 	Keypress: s
12.3008 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
12.3010 	DEBUG 	Uploading Texture Font fontname to graphics card
12.3016 	DEBUG 	Upload of Texture Font fontname complete
13.2798 	DATA 	Mouse: Left button down, pos=(381,113)
13.2808 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'test_word': 'v_s_', 'Reference': 'vase', 'cond': 'non-prime', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
13.2934 	EXP 	text_2: autoDraw = False
13.2934 	EXP 	textbox: autoDraw = False
13.2934 	EXP 	text_3: autoDraw = False
13.2934 	EXP 	text_2: height = 0.05
13.2934 	EXP 	text_2: height = 0.05
13.2934 	EXP 	text_2: height = 0.05
13.2934 	EXP 	text_2: text = 'v_s_'
13.2934 	EXP 	text_2: autoDraw = True
13.2934 	EXP 	textbox: autoDraw = True
13.2934 	EXP 	text_3: autoDraw = True
13.3617 	DATA 	Mouse:  Left button up, pos=(381,113)
14.1111 	DATA 	Keypress: v
14.1119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.1121 	DEBUG 	Uploading Texture Font fontname to graphics card
14.1126 	DEBUG 	Upload of Texture Font fontname complete
14.2796 	DATA 	Keypress: a
14.2804 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
14.2806 	DEBUG 	Uploading Texture Font fontname to graphics card
14.2812 	DEBUG 	Upload of Texture Font fontname complete
14.4121 	DATA 	Keypress: s
14.6117 	DATA 	Keypress: e
15.6619 	DATA 	Mouse: Left button down, pos=(351,107)
15.6628 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'test_word': 'c_m_ra', 'Reference': 'camera', 'cond': 'non-prime', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
15.6757 	EXP 	text_2: autoDraw = False
15.6757 	EXP 	textbox: autoDraw = False
15.6757 	EXP 	text_3: autoDraw = False
15.6757 	EXP 	text_2: height = 0.05
15.6757 	EXP 	text_2: height = 0.05
15.6757 	EXP 	text_2: height = 0.05
15.6757 	EXP 	text_2: text = 'c_m_ra'
15.6757 	EXP 	text_2: autoDraw = True
15.6757 	EXP 	textbox: autoDraw = True
15.6757 	EXP 	text_3: autoDraw = True
15.7303 	DATA 	Mouse:  Left button up, pos=(351,107)
16.5123 	DATA 	Keypress: c
16.6778 	DATA 	Keypress: a
16.7610 	DATA 	Keypress: m
16.7622 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
16.7625 	DEBUG 	Uploading Texture Font fontname to graphics card
16.7630 	DEBUG 	Upload of Texture Font fontname complete
16.8806 	DATA 	Keypress: e
16.9609 	DATA 	Keypress: r
17.0785 	DATA 	Keypress: a
18.1288 	DATA 	Mouse: Left button down, pos=(371,108)
18.1296 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'test_word': 'p_nc_l', 'Reference': 'pencil', 'cond': 'non-prime', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
18.1424 	EXP 	text_2: autoDraw = False
18.1424 	EXP 	textbox: autoDraw = False
18.1424 	EXP 	text_3: autoDraw = False
18.1424 	EXP 	text_2: height = 0.05
18.1424 	EXP 	text_2: height = 0.05
18.1424 	EXP 	text_2: height = 0.05
18.1424 	EXP 	text_2: text = 'p_nc_l'
18.1424 	EXP 	text_2: autoDraw = True
18.1424 	EXP 	textbox: autoDraw = True
18.1424 	EXP 	text_3: autoDraw = True
18.2113 	DATA 	Mouse:  Left button up, pos=(371,108)
19.0128 	DATA 	Keypress: p
19.1816 	DATA 	Keypress: e
19.3288 	DATA 	Keypress: n
19.9118 	DATA 	Keypress: c
20.0112 	DATA 	Keypress: i
20.8960 	DATA 	Keypress: l
21.8618 	DATA 	Mouse: Left button down, pos=(356,97)
21.9272 	DATA 	Mouse:  Left button up, pos=(356,97)
22.7608 	DATA 	Mouse: Left button down, pos=(374,128)
22.7618 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'test_word': 'c_s_io_', 'Reference': 'cushion', 'cond': 'non-prime', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
22.7754 	EXP 	text_2: autoDraw = False
22.7754 	EXP 	textbox: autoDraw = False
22.7754 	EXP 	text_3: autoDraw = False
22.7754 	EXP 	text_2: height = 0.05
22.7754 	EXP 	text_2: height = 0.05
22.7754 	EXP 	text_2: height = 0.05
22.7754 	EXP 	text_2: text = 'c_s_io_'
22.7754 	EXP 	text_2: autoDraw = True
